log_id,training_set,deletion_percentage,training_set_size,highest_recall,iter_highest_recall,iter_recall_90,iter_recall_95,initial_recall,last_recall,highest_precision,iter_highest_precision,iter_precision_90,iter_precision_95,initial_precision,last_precision,number_of_AL_iter,cases_per_iter,total_number_labeled_cases,approach,num_traces_log,num_events_log,num_activities_model,num_constraints_norm,num_constraints_audit,labeled_population,perc_anomalies_in_population,perc_anomalies_in_sample
3,31,0.5,64,0.7142857142857143,1,,,0.7142857142857143,0.7142857142857143,1.0,1,1.0,1.0,1.0,1.0,11,5,69,1,10000,114897,17,10,4,159,0.05,0.015625
3,32,0.25,70,0.842911877394636,4,,,0.8369565217391305,0.8185840707964602,1.0,1,1.0,1.0,1.0,1.0,11,5,75,1,10000,114897,17,10,4,5662,0.05,0.1
3,33,0.25,136,0.9565217391304348,11,3.0,7.0,0.8678571428571429,0.9565217391304348,1.0,1,1.0,1.0,1.0,1.0,11,5,141,1,10000,114897,17,10,4,5662,0.05,0.0220588235294117
3,34,0.25,86,0.9444444444444444,2,1.0,,0.9381818181818182,0.9377777777777778,1.0,1,1.0,1.0,1.0,1.0,11,5,91,1,10000,114897,17,10,4,5662,0.05,0.0930232558139534
3,37,0.25,150,0.832089552238806,3,,,0.8129496402877698,0.8026315789473685,1.0,1,1.0,1.0,1.0,1.0,11,5,155,1,10000,114897,17,10,4,5662,0.05,0.0333333333333333
3,38,0.25,136,0.942528735632184,4,1.0,,0.9420289855072465,0.9336283185840708,1.0,1,1.0,1.0,1.0,1.0,11,5,141,1,10000,114897,17,10,4,5662,0.05,0.0514705882352941
3,38,0.5,33,0.6666666666666666,1,,,0.6666666666666666,0.0,1.0,1,1.0,1.0,1.0,0.0,11,5,38,1,10000,114897,17,10,4,159,0.05,0.0606060606060606
3,40,0.25,136,0.9696969696969696,10,1.0,6.0,0.9239130434782608,0.9690265486725664,1.0,1,1.0,1.0,1.0,1.0,11,5,141,1,10000,114897,17,10,4,5662,0.05,0.0514705882352941
3,40,0.5,49,0.8,1,,,0.8,0.8,1.0,1,1.0,1.0,1.0,1.0,11,5,54,1,10000,114897,17,10,4,159,0.05,0.0612244897959183
3,41,0.25,126,0.961864406779661,9,1.0,8.0,0.9021739130434784,0.9601769911504424,1.0,1,1.0,1.0,1.0,1.0,11,5,131,1,10000,114897,17,10,4,5662,0.05,0.0555555555555555
3,42,0.25,142,0.8991935483870968,6,,,0.8791208791208791,0.8878923766816144,1.0,1,1.0,1.0,1.0,1.0,11,5,147,1,10000,114897,17,10,4,5662,0.05,0.0704225352112676
3,42,0.5,93,0.8,1,,,0.8,0.8,1.0,1,1.0,1.0,1.0,1.0,11,5,98,1,10000,114897,17,10,4,159,0.05,0.032258064516129
3,43,0.25,107,0.8345588235294118,2,,,0.7689530685920578,0.8237885462555066,1.0,1,1.0,1.0,1.0,1.0,11,5,112,1,10000,114897,17,10,4,5662,0.05,0.0560747663551401
3,43,0.5,48,0.75,1,,,0.75,0.75,1.0,1,1.0,1.0,1.0,1.0,11,5,53,1,10000,114897,17,10,4,159,0.05,0.0833333333333333
3,44,0.25,59,0.8339483394833949,3,,,0.8149466192170819,0.8051948051948052,1.0,1,1.0,1.0,1.0,1.0,11,5,64,1,10000,114897,17,10,4,5662,0.05,0.0338983050847457
3,45,0.25,87,0.9263565891472868,5,4.0,,0.8633093525179856,0.9166666666666666,1.0,1,1.0,1.0,1.0,1.0,11,5,92,1,10000,114897,17,10,4,5662,0.05,0.057471264367816
3,46,0.75,80,0.75,1,,,0.75,0.75,1.0,1,1.0,1.0,1.0,1.0,11,5,85,1,10000,114897,17,10,5,128,0.05,0.025
3,47,0.25,56,0.8392857142857143,1,,,0.8392857142857143,0.8130434782608695,1.0,1,1.0,1.0,1.0,1.0,11,5,61,1,10000,114897,17,10,4,5662,0.05,0.0535714285714285
3,49,0.25,82,0.8395522388059702,3,,,0.8309352517985612,0.8070175438596491,1.0,1,1.0,1.0,1.0,1.0,11,5,87,1,10000,114897,17,10,4,5662,0.05,0.0609756097560975
3,49,0.5,66,0.75,1,,,0.75,0.75,1.0,1,1.0,1.0,1.0,1.0,11,5,71,1,10000,114897,17,10,4,159,0.05,0.0606060606060606
4,1,0.25,104,0.7333333333333333,8,,,0.6938775510204082,0.7241379310344828,1.0,1,1.0,1.0,1.0,1.0,11,5,109,1,10000,114990,12,22,11,1039,0.05,0.0288461538461538
4,2,0.25,89,0.9310344827586208,5,5.0,,0.6875,0.92,1.0,1,1.0,1.0,1.0,1.0,11,5,94,1,10000,114990,12,22,11,1039,0.05,0.0449438202247191
4,2,0.5,39,0.8947368421052632,3,,,0.8620689655172413,0.7142857142857143,1.0,1,1.0,1.0,1.0,1.0,11,5,44,1,10000,114990,12,22,12,636,0.05,0.0769230769230769
4,2,0.75,35,0.75,1,,,0.75,0.75,1.0,1,1.0,1.0,1.0,1.0,11,5,40,1,10000,114990,12,22,13,204,0.05,0.0571428571428571
4,3,0.5,147,0.9375,3,3.0,,0.8846153846153846,0.875,1.0,1,1.0,1.0,1.0,1.0,11,5,152,1,10000,114990,12,22,12,636,0.05,0.0408163265306122
4,4,0.25,61,0.65,7,,,0.6,0.4444444444444444,1.0,1,1.0,1.0,1.0,1.0,11,5,66,1,10000,114990,12,22,11,1039,0.05,0.0327868852459016
4,4,0.5,89,0.9090909090909092,2,2.0,,0.875,0.9047619047619048,1.0,1,1.0,1.0,1.0,1.0,11,5,94,1,10000,114990,12,22,12,636,0.05,0.0898876404494382
4,4,0.75,98,0.8,1,,,0.8,0.8,1.0,1,1.0,1.0,1.0,1.0,11,5,103,1,10000,114990,12,22,13,204,0.05,0.0510204081632653
4,5,0.5,126,0.9545454545454546,2,1.0,2.0,0.925925925925926,0.875,1.0,1,1.0,1.0,1.0,1.0,11,5,131,1,10000,114990,12,22,12,636,0.05,0.0396825396825396
4,6,0.25,86,0.8235294117647058,4,,,0.6938775510204082,0.7777777777777778,1.0,1,1.0,1.0,1.0,1.0,11,5,91,1,10000,114990,12,22,11,1039,0.05,0.0348837209302325
4,6,0.5,99,0.8571428571428571,1,,,0.8571428571428571,0.6666666666666666,1.0,1,1.0,1.0,1.0,1.0,11,5,104,1,10000,114990,12,22,12,636,0.05,0.0404040404040404
4,6,0.75,78,0.6,1,,,0.6,0.6,1.0,1,1.0,1.0,1.0,1.0,11,5,83,1,10000,114990,12,22,13,204,0.05,0.0641025641025641
4,7,0.25,110,0.9285714285714286,5,5.0,,0.7916666666666666,0.8461538461538461,1.0,1,1.0,1.0,1.0,1.0,11,5,115,1,10000,114990,12,22,11,1039,0.05,0.0363636363636363
4,7,0.5,92,0.9130434782608696,2,2.0,,0.8518518518518519,0.8181818181818182,1.0,1,1.0,1.0,1.0,1.0,11,5,97,1,10000,114990,12,22,12,636,0.05,0.0543478260869565
4,8,0.5,121,0.95,3,3.0,3.0,0.8888888888888888,0.75,1.0,1,1.0,1.0,1.0,1.0,11,5,126,1,10000,114990,12,22,12,636,0.05,0.0413223140495867
4,9,0.75,74,0.7142857142857143,1,,,0.7142857142857143,0.7142857142857143,1.0,1,1.0,1.0,1.0,1.0,11,5,79,1,10000,114990,12,22,13,204,0.05,0.0405405405405405
4,10,0.5,94,0.875,5,,,0.64,0.875,1.0,1,1.0,1.0,1.0,1.0,11,5,99,1,10000,114990,12,22,12,636,0.05,0.0744680851063829
4,10,0.75,83,0.75,1,,,0.75,0.75,1.0,1,1.0,1.0,1.0,1.0,11,5,88,1,10000,114990,12,22,13,204,0.05,0.0240963855421686
4,11,0.25,74,0.9545454545454546,6,5.0,6.0,0.723404255319149,0.9523809523809524,1.0,1,1.0,1.0,1.0,1.0,11,5,79,1,10000,114990,12,22,11,1039,0.05,0.0675675675675675
4,11,0.5,65,0.9375,4,2.0,,0.8888888888888888,0.9090909090909092,1.0,1,1.0,1.0,1.0,1.0,11,5,70,1,10000,114990,12,22,12,636,0.05,0.0769230769230769
4,12,0.25,131,0.935483870967742,4,4.0,,0.8478260869565217,0.9166666666666666,1.0,1,1.0,1.0,1.0,1.0,11,5,136,1,10000,114990,12,22,11,1039,0.05,0.0458015267175572
